file,combo,traffic,cipher,true_family,true_mode,n_packets,distinct_sizes,rule_family,rule_conf,rule_leaning,icv_candidates,min_len,p05_len,p25_len,p50_len,p75_len,p95_len,max_len,mean_len,std_len,frac_res0,frac_res4,frac_res8,frac_res12,multi_size
aes128gcm16-dh19-transport-pfs-on__file_transfer_run1.pcap,aes128gcm16-dh19-transport-pfs-on,file_transfer,aes128gcm16,GCM-like,transport,5000,27,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,1480.0,1480.0,1480.0,1480.0,1480.0,1253.0048,510.51187016264373,0.035,0.0984,0.8462,0.0204,1.0
aes128gcm16-dh19-transport-pfs-on__icmp_run1.pcap,aes128gcm16-dh19-transport-pfs-on,icmp,aes128gcm16,GCM-like,transport,18,1,undetermined,0.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0
aes128gcm16-dh19-transport-pfs-on__video_run1.pcap,aes128gcm16-dh19-transport-pfs-on,video,aes128gcm16,GCM-like,transport,500,12,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,80.0,1480.0,1480.0,1480.0,1480.0,827.84,695.0768406442558,0.204,0.198,0.568,0.03,1.0
aes128gcm16-dh19-transport-pfs-on__voip_run1.pcap,aes128gcm16-dh19-transport-pfs-on,voip,aes128gcm16,GCM-like,transport,30,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,340.0,340.0,348.0,400.0,508.0,556.0,556.0,425.3333333333333,80.0555362788164,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0
aes128gcm16-dh19-transport-pfs-on__web_run1.pcap,aes128gcm16-dh19-transport-pfs-on,web,aes128gcm16,GCM-like,transport,300,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,68.0,68.0,76.0,928.0,928.0,162.8,255.9378049448733,0.1,0.6,0.0,0.3,1.0
aes128gcm16-dh19-tunnel-pfs-off__file_transfer_run1.pcap,aes128gcm16-dh19-tunnel-pfs-off,file_transfer,aes128gcm16,GCM-like,tunnel,3802,21,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1017.9526564965807,644.4160766311353,0.001841136244082062,0.0021041557075223566,0.9597580220936349,0.036296685954760655,1.0
aes128gcm16-dh19-tunnel-pfs-off__icmp_run1.pcap,aes128gcm16-dh19-tunnel-pfs-off,icmp,aes128gcm16,GCM-like,tunnel,12,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes128gcm16-dh19-tunnel-pfs-off__video_run1.pcap,aes128gcm16-dh19-tunnel-pfs-off,video,aes128gcm16,GCM-like,tunnel,327,8,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,184.0,1480.0,1480.0,1480.0,751.0091743119266,692.2447441826869,0.03058103975535168,0.0030581039755351682,0.9480122324159022,0.01834862385321101,1.0
aes128gcm16-dh19-tunnel-pfs-off__voip_run1.pcap,aes128gcm16-dh19-tunnel-pfs-off,voip,aes128gcm16,GCM-like,tunnel,27,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,360.0,360.0,368.0,420.0,528.0,576.0,576.0,450.3703703703704,82.33092580742228,0.5555555555555556,0.2962962962962963,0.14814814814814814,0.0,1.0
aes128gcm16-dh19-tunnel-pfs-off__web_run1.pcap,aes128gcm16-dh19-tunnel-pfs-off,web,aes128gcm16,GCM-like,tunnel,215,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,88.0,96.0,948.0,948.0,181.0046511627907,253.24629977644238,0.30697674418604654,0.09767441860465116,0.5953488372093023,0.0,1.0
aes128gcm16-dh19-tunnel-pfs-on__file_transfer_run1.pcap,aes128gcm16-dh19-tunnel-pfs-on,file_transfer,aes128gcm16,GCM-like,tunnel,3753,20,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,995.5438316013856,652.2021862305236,0.0015987210231814548,0.0021316280309086064,0.9602984279243272,0.03597122302158273,1.0
aes128gcm16-dh19-tunnel-pfs-on__icmp_run1.pcap,aes128gcm16-dh19-tunnel-pfs-on,icmp,aes128gcm16,GCM-like,tunnel,12,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes128gcm16-dh19-tunnel-pfs-on__video_run1.pcap,aes128gcm16-dh19-tunnel-pfs-on,video,aes128gcm16,GCM-like,tunnel,323,8,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,204.0,1480.0,1480.0,1480.0,780.7678018575851,692.9860402391779,0.030959752321981424,0.0030959752321981426,0.9473684210526315,0.018575851393188854,1.0
aes128gcm16-dh19-tunnel-pfs-on__voip_run1.pcap,aes128gcm16-dh19-tunnel-pfs-on,voip,aes128gcm16,GCM-like,tunnel,27,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,360.0,360.0,368.0,420.0,528.0,576.0,576.0,450.3703703703704,82.33092580742228,0.5555555555555556,0.2962962962962963,0.14814814814814814,0.0,1.0
aes128gcm16-dh19-tunnel-pfs-on__web_run1.pcap,aes128gcm16-dh19-tunnel-pfs-on,web,aes128gcm16,GCM-like,tunnel,215,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,88.0,96.0,948.0,948.0,181.0046511627907,253.24629977644238,0.30697674418604654,0.09767441860465116,0.5953488372093023,0.0,1.0
aes128gcm16-dh2-transport-pfs-off__file_transfer_run1.pcap,aes128gcm16-dh2-transport-pfs-off,file_transfer,aes128gcm16,GCM-like,transport,5000,28,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,1480.0,1480.0,1480.0,1480.0,1480.0,1229.3376,531.5413748959154,0.0412,0.1104,0.8268,0.0216,1.0
aes128gcm16-dh2-transport-pfs-off__icmp_run1.pcap,aes128gcm16-dh2-transport-pfs-off,icmp,aes128gcm16,GCM-like,transport,18,1,undetermined,0.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0
aes128gcm16-dh2-transport-pfs-off__video_run1.pcap,aes128gcm16-dh2-transport-pfs-off,video,aes128gcm16,GCM-like,transport,500,11,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,76.0,1480.0,1480.0,1480.0,1480.0,835.416,695.347426071313,0.168,0.248,0.554,0.03,1.0
aes128gcm16-dh2-transport-pfs-off__voip_run1.pcap,aes128gcm16-dh2-transport-pfs-off,voip,aes128gcm16,GCM-like,transport,30,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,340.0,340.0,348.0,400.0,508.0,556.0,556.0,425.3333333333333,80.0555362788164,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0
aes128gcm16-dh2-transport-pfs-off__web_run1.pcap,aes128gcm16-dh2-transport-pfs-off,web,aes128gcm16,GCM-like,transport,300,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,68.0,68.0,76.0,928.0,928.0,162.8,255.9378049448733,0.1,0.6,0.0,0.3,1.0
aes128gcm16-dh2-transport-pfs-on__file_transfer_run1.pcap,aes128gcm16-dh2-transport-pfs-on,file_transfer,aes128gcm16,GCM-like,transport,5000,29,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,1480.0,1480.0,1480.0,1480.0,1480.0,1228.2032,533.454268245892,0.0356,0.114,0.832,0.0184,1.0
aes128gcm16-dh2-transport-pfs-on__icmp_run1.pcap,aes128gcm16-dh2-transport-pfs-on,icmp,aes128gcm16,GCM-like,transport,18,1,undetermined,0.0,,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,1.0,0.0,0.0,0.0
aes128gcm16-dh2-transport-pfs-on__video_run1.pcap,aes128gcm16-dh2-transport-pfs-on,video,aes128gcm16,GCM-like,transport,500,11,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,68.0,1480.0,1480.0,1480.0,1480.0,800.368,696.7806143801648,0.176,0.266,0.528,0.03,1.0
aes128gcm16-dh2-transport-pfs-on__voip_run1.pcap,aes128gcm16-dh2-transport-pfs-on,voip,aes128gcm16,GCM-like,transport,30,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,340.0,340.0,348.0,400.0,508.0,556.0,556.0,425.3333333333333,80.0555362788164,0.3333333333333333,0.16666666666666666,0.0,0.5,1.0
aes128gcm16-dh2-transport-pfs-on__web_run1.pcap,aes128gcm16-dh2-transport-pfs-on,web,aes128gcm16,GCM-like,transport,300,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,68.0,68.0,68.0,68.0,76.0,928.0,928.0,162.8,255.9378049448733,0.1,0.6,0.0,0.3,1.0
aes128gcm16-dh2-tunnel-pfs-off__file_transfer_run1.pcap,aes128gcm16-dh2-tunnel-pfs-off,file_transfer,aes128gcm16,GCM-like,tunnel,3826,22,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1029.6246732880293,639.9114445216674,0.0018295870360690017,0.0036591740721380033,0.957919498170413,0.03659174072138003,1.0
aes128gcm16-dh2-tunnel-pfs-off__icmp_run1.pcap,aes128gcm16-dh2-tunnel-pfs-off,icmp,aes128gcm16,GCM-like,tunnel,12,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes128gcm16-dh2-tunnel-pfs-off__video_run1.pcap,aes128gcm16-dh2-tunnel-pfs-off,video,aes128gcm16,GCM-like,tunnel,330,8,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,96.0,1480.0,1480.0,1480.0,732.3272727272728,691.1285032785705,0.030303030303030304,0.0030303030303030303,0.9484848484848485,0.01818181818181818,1.0
aes128gcm16-dh2-tunnel-pfs-off__voip_run1.pcap,aes128gcm16-dh2-tunnel-pfs-off,voip,aes128gcm16,GCM-like,tunnel,27,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,360.0,360.0,368.0,420.0,528.0,576.0,576.0,450.3703703703704,82.33092580742228,0.5555555555555556,0.2962962962962963,0.14814814814814814,0.0,1.0
aes128gcm16-dh2-tunnel-pfs-off__web_run1.pcap,aes128gcm16-dh2-tunnel-pfs-off,web,aes128gcm16,GCM-like,tunnel,215,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,88.0,96.0,948.0,948.0,181.0046511627907,253.24629977644238,0.30697674418604654,0.09767441860465116,0.5953488372093023,0.0,1.0
aes128gcm16-dh2-tunnel-pfs-on__file_transfer_run1.pcap,aes128gcm16-dh2-tunnel-pfs-on,file_transfer,aes128gcm16,GCM-like,tunnel,3802,21,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1018.3187795896896,644.2830393810401,0.001841136244082062,0.0021041557075223566,0.9597580220936349,0.036296685954760655,1.0
aes128gcm16-dh2-tunnel-pfs-on__icmp_run1.pcap,aes128gcm16-dh2-tunnel-pfs-on,icmp,aes128gcm16,GCM-like,tunnel,12,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes128gcm16-dh2-tunnel-pfs-on__video_run1.pcap,aes128gcm16-dh2-tunnel-pfs-on,video,aes128gcm16,GCM-like,tunnel,330,8,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,96.0,1480.0,1480.0,1480.0,732.3272727272728,691.1285032785705,0.030303030303030304,0.0030303030303030303,0.9484848484848485,0.01818181818181818,1.0
aes128gcm16-dh2-tunnel-pfs-on__voip_run1.pcap,aes128gcm16-dh2-tunnel-pfs-on,voip,aes128gcm16,GCM-like,tunnel,27,5,GCM-like (AEAD / not 16-byte block aligned),0.97,,,360.0,360.0,368.0,420.0,528.0,576.0,576.0,450.3703703703704,82.33092580742228,0.5555555555555556,0.2962962962962963,0.14814814814814814,0.0,1.0
aes128gcm16-dh2-tunnel-pfs-on__web_run1.pcap,aes128gcm16-dh2-tunnel-pfs-on,web,aes128gcm16,GCM-like,tunnel,215,4,GCM-like (AEAD / not 16-byte block aligned),0.97,,,88.0,88.0,88.0,88.0,96.0,948.0,948.0,181.0046511627907,253.24629977644238,0.30697674418604654,0.09767441860465116,0.5953488372093023,0.0,1.0
aes256-dh14-transport-pfs-off__file_transfer_run1.pcap,aes256-dh14-transport-pfs-off,file_transfer,aes256,CBC-like,transport,5000,18,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1480.0,1276.3008,479.05895662158326,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-off__icmp_run1.pcap,aes256-dh14-transport-pfs-off,icmp,aes256,CBC-like,transport,18,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh14-transport-pfs-off__video_run1.pcap,aes256-dh14-transport-pfs-off,video,aes256,CBC-like,transport,500,7,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,862.4,686.0138774106541,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-off__voip_run1.pcap,aes256-dh14-transport-pfs-off,voip,aes256,CBC-like,transport,30,4,CBC-like (16-byte block aligned),0.985,,16;32,360.0,360.0,360.0,408.0,520.0,568.0,568.0,437.3333333333333,79.15105109149775,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-off__web_run1.pcap,aes256-dh14-transport-pfs-off,web,aes256,CBC-like,transport,300,3,CBC-like (16-byte block aligned),0.941,,16;32,88.0,88.0,88.0,88.0,88.0,936.0,936.0,179.2,252.98727240713114,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-on__file_transfer_run1.pcap,aes256-dh14-transport-pfs-on,file_transfer,aes256,CBC-like,transport,5000,18,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1480.0,1268.288,489.64783452599886,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-on__icmp_run1.pcap,aes256-dh14-transport-pfs-on,icmp,aes256,CBC-like,transport,18,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh14-transport-pfs-on__video_run1.pcap,aes256-dh14-transport-pfs-on,video,aes256,CBC-like,transport,500,7,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,848.64,688.4099987652706,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-on__voip_run1.pcap,aes256-dh14-transport-pfs-on,voip,aes256,CBC-like,transport,30,4,CBC-like (16-byte block aligned),0.985,,16;32,360.0,360.0,360.0,408.0,520.0,568.0,568.0,437.3333333333333,79.15105109149775,0.0,0.0,1.0,0.0,1.0
aes256-dh14-transport-pfs-on__web_run1.pcap,aes256-dh14-transport-pfs-on,web,aes256,CBC-like,transport,300,3,CBC-like (16-byte block aligned),0.941,,16;32,88.0,88.0,88.0,88.0,88.0,936.0,936.0,179.2,252.98727240713114,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-off__file_transfer_run1.pcap,aes256-dh14-tunnel-pfs-off,file_transfer,aes256,CBC-like,tunnel,3766,12,CBC-like (16-byte block aligned),1.0,,16;32,104.0,104.0,104.0,1480.0,1480.0,1480.0,1480.0,1012.0148698884758,642.236579045833,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-off__icmp_run1.pcap,aes256-dh14-tunnel-pfs-off,icmp,aes256,CBC-like,tunnel,12,1,undetermined,0.0,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh14-tunnel-pfs-off__video_run1.pcap,aes256-dh14-tunnel-pfs-off,video,aes256,CBC-like,tunnel,326,4,CBC-like (16-byte block aligned),0.985,,16;32,104.0,104.0,104.0,216.0,1480.0,1480.0,1480.0,773.1042944785277,682.7457072579098,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-off__voip_run1.pcap,aes256-dh14-tunnel-pfs-off,voip,aes256,CBC-like,tunnel,27,4,CBC-like (16-byte block aligned),0.985,,16;32,376.0,376.0,376.0,440.0,536.0,584.0,584.0,463.1111111111111,79.86160869410206,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-off__web_run1.pcap,aes256-dh14-tunnel-pfs-off,web,aes256,CBC-like,tunnel,215,3,CBC-like (16-byte block aligned),0.941,,16;32,104.0,104.0,104.0,104.0,104.0,968.0,968.0,194.93953488372094,255.07389001468874,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-on__file_transfer_run1.pcap,aes256-dh14-tunnel-pfs-on,file_transfer,aes256,CBC-like,tunnel,3772,12,CBC-like (16-byte block aligned),1.0,,16;32,104.0,104.0,104.0,1480.0,1480.0,1480.0,1480.0,1014.829268292683,641.1950563011395,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-on__icmp_run1.pcap,aes256-dh14-tunnel-pfs-on,icmp,aes256,CBC-like,tunnel,12,1,undetermined,0.0,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh14-tunnel-pfs-on__video_run1.pcap,aes256-dh14-tunnel-pfs-on,video,aes256,CBC-like,tunnel,326,4,CBC-like (16-byte block aligned),0.985,,16;32,104.0,104.0,104.0,216.0,1480.0,1480.0,1480.0,773.1042944785277,682.7457072579098,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-on__voip_run1.pcap,aes256-dh14-tunnel-pfs-on,voip,aes256,CBC-like,tunnel,27,4,CBC-like (16-byte block aligned),0.985,,16;32,376.0,376.0,376.0,440.0,536.0,584.0,584.0,463.1111111111111,79.86160869410206,0.0,0.0,1.0,0.0,1.0
aes256-dh14-tunnel-pfs-on__web_run1.pcap,aes256-dh14-tunnel-pfs-on,web,aes256,CBC-like,tunnel,215,3,CBC-like (16-byte block aligned),0.941,,16;32,104.0,104.0,104.0,104.0,104.0,968.0,968.0,194.93953488372094,255.07389001468874,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-off__file_transfer_run1.pcap,aes256-dh19-transport-pfs-off,file_transfer,aes256,CBC-like,transport,5000,18,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1480.0,1271.0624,487.6684423932309,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-off__icmp_run1.pcap,aes256-dh19-transport-pfs-off,icmp,aes256,CBC-like,transport,18,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh19-transport-pfs-off__video_run1.pcap,aes256-dh19-transport-pfs-off,video,aes256,CBC-like,transport,500,6,CBC-like (16-byte block aligned),0.999,,16;32,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,803.52,690.617828903946,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-off__voip_run1.pcap,aes256-dh19-transport-pfs-off,voip,aes256,CBC-like,transport,30,4,CBC-like (16-byte block aligned),0.985,,16;32,360.0,360.0,360.0,408.0,520.0,568.0,568.0,437.3333333333333,79.15105109149775,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-off__web_run1.pcap,aes256-dh19-transport-pfs-off,web,aes256,CBC-like,transport,300,3,CBC-like (16-byte block aligned),0.941,,16;32,88.0,88.0,88.0,88.0,88.0,936.0,936.0,179.2,252.98727240713114,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-on__file_transfer_run1.pcap,aes256-dh19-transport-pfs-on,file_transfer,aes256,CBC-like,transport,5000,18,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1480.0,1277.9264,478.99820895598344,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-on__icmp_run1.pcap,aes256-dh19-transport-pfs-on,icmp,aes256,CBC-like,transport,18,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh19-transport-pfs-on__video_run1.pcap,aes256-dh19-transport-pfs-on,video,aes256,CBC-like,transport,500,7,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,848.192,687.7770533654057,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-on__voip_run1.pcap,aes256-dh19-transport-pfs-on,voip,aes256,CBC-like,transport,30,4,CBC-like (16-byte block aligned),0.985,,16;32,360.0,360.0,360.0,408.0,520.0,568.0,568.0,437.3333333333333,79.15105109149775,0.0,0.0,1.0,0.0,1.0
aes256-dh19-transport-pfs-on__web_run1.pcap,aes256-dh19-transport-pfs-on,web,aes256,CBC-like,transport,300,3,CBC-like (16-byte block aligned),0.941,,16;32,88.0,88.0,88.0,88.0,88.0,936.0,936.0,179.2,252.98727240713114,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-off__file_transfer_run1.pcap,aes256-dh19-tunnel-pfs-off,file_transfer,aes256,CBC-like,tunnel,3776,12,CBC-like (16-byte block aligned),1.0,,16;32,104.0,104.0,104.0,1480.0,1480.0,1480.0,1480.0,1016.4152542372881,640.6520754678054,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-off__icmp_run1.pcap,aes256-dh19-tunnel-pfs-off,icmp,aes256,CBC-like,tunnel,12,1,undetermined,0.0,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh19-tunnel-pfs-off__video_run1.pcap,aes256-dh19-tunnel-pfs-off,video,aes256,CBC-like,tunnel,327,4,CBC-like (16-byte block aligned),0.985,,16;32,104.0,104.0,104.0,216.0,1480.0,1480.0,1480.0,762.6422018348624,682.3912379596338,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-off__voip_run1.pcap,aes256-dh19-tunnel-pfs-off,voip,aes256,CBC-like,tunnel,27,4,CBC-like (16-byte block aligned),0.985,,16;32,376.0,376.0,376.0,440.0,536.0,584.0,584.0,463.1111111111111,79.86160869410206,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-off__web_run1.pcap,aes256-dh19-tunnel-pfs-off,web,aes256,CBC-like,tunnel,215,3,CBC-like (16-byte block aligned),0.941,,16;32,104.0,104.0,104.0,104.0,104.0,968.0,968.0,194.93953488372094,255.07389001468874,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-on__file_transfer_run1.pcap,aes256-dh19-tunnel-pfs-on,file_transfer,aes256,CBC-like,tunnel,3756,12,CBC-like (16-byte block aligned),1.0,,16;32,104.0,104.0,104.0,1480.0,1480.0,1480.0,1480.0,1007.2247071352502,643.9178368422597,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-on__icmp_run1.pcap,aes256-dh19-tunnel-pfs-on,icmp,aes256,CBC-like,tunnel,12,1,undetermined,0.0,,,136.0,136.0,136.0,136.0,136.0,136.0,136.0,136.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh19-tunnel-pfs-on__video_run1.pcap,aes256-dh19-tunnel-pfs-on,video,aes256,CBC-like,tunnel,329,4,CBC-like (16-byte block aligned),0.985,,16;32,104.0,104.0,104.0,104.0,1480.0,1480.0,1480.0,750.273556231003,681.7771417872889,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-on__voip_run1.pcap,aes256-dh19-tunnel-pfs-on,voip,aes256,CBC-like,tunnel,27,4,CBC-like (16-byte block aligned),0.985,,16;32,376.0,376.0,376.0,440.0,536.0,584.0,584.0,463.1111111111111,79.86160869410206,0.0,0.0,1.0,0.0,1.0
aes256-dh19-tunnel-pfs-on__web_run1.pcap,aes256-dh19-tunnel-pfs-on,web,aes256,CBC-like,tunnel,215,3,CBC-like (16-byte block aligned),0.941,,16;32,104.0,104.0,104.0,104.0,104.0,968.0,968.0,194.93953488372094,255.07389001468874,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-off__file_transfer_run1.pcap,aes256-dh2-transport-pfs-off,file_transfer,aes256,CBC-like,transport,4998,17,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1480.0,1318.9883953581432,433.6734012052749,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-off__icmp_run1.pcap,aes256-dh2-transport-pfs-off,icmp,aes256,CBC-like,transport,18,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh2-transport-pfs-off__video_run1.pcap,aes256-dh2-transport-pfs-off,video,aes256,CBC-like,transport,500,7,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,862.144,686.2841009844248,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-off__voip_run1.pcap,aes256-dh2-transport-pfs-off,voip,aes256,CBC-like,transport,30,4,CBC-like (16-byte block aligned),0.985,,16;32,360.0,360.0,360.0,408.0,520.0,568.0,568.0,437.3333333333333,79.15105109149775,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-off__web_run1.pcap,aes256-dh2-transport-pfs-off,web,aes256,CBC-like,transport,300,3,CBC-like (16-byte block aligned),0.941,,16;32,88.0,88.0,88.0,88.0,88.0,936.0,936.0,179.2,252.98727240713114,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-on__file_transfer_run1.pcap,aes256-dh2-transport-pfs-on,file_transfer,aes256,CBC-like,transport,5000,18,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,1480.0,1480.0,1480.0,1480.0,1480.0,1263.4112,494.3816296289336,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-on__icmp_run1.pcap,aes256-dh2-transport-pfs-on,icmp,aes256,CBC-like,transport,18,1,undetermined,0.0,,,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,0.0,0.0,0.0,1.0,0.0,0.0
aes256-dh2-transport-pfs-on__video_run1.pcap,aes256-dh2-transport-pfs-on,video,aes256,CBC-like,transport,500,7,CBC-like (16-byte block aligned),1.0,,16;32,88.0,88.0,88.0,1480.0,1480.0,1480.0,1480.0,845.344,688.0852866207792,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-on__voip_run1.pcap,aes256-dh2-transport-pfs-on,voip,aes256,CBC-like,transport,30,4,CBC-like (16-byte block aligned),0.985,,16;32,360.0,360.0,360.0,408.0,520.0,568.0,568.0,437.3333333333333,79.15105109149775,0.0,0.0,1.0,0.0,1.0
aes256-dh2-transport-pfs-on__web_run1.pcap,aes256-dh2-transport-pfs-on,web,aes256,CBC-like,transport,300,3,CBC-like (16-byte block aligned),0.941,,16;32,88.0,88.0,88.0,88.0,88.0,936.0,936.0,179.2,252.98727240713114,0.0,0.0,1.0,0.0,1.0
